name	type	fake	cs	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
tauro	whisky	b	298.946487237234	1	0.00733370933323892	0.0953630098883913	0.0114937380899473	0.0230433842264167	0.00709318726031658	0.00525609566799144	0.00642507722235184	0.0009461829313941	0.00401419699026874	0	0.000176271210114703	-8.96180446881146e-05	8.04550665995661e-05	4.03004093864242e-05	0.000194285810088527	7.1247657538845e-05	0.000293266803912706	0.00012867679696252	0.000154727746284245	0	0.000112281499851383	-0.000257200906635263	-0.000813356433725039	-0.000474870355995471	-0.000331568148921793	-0.000456430553898787	-0.000351482101696708	-0.00032104987563553	-0.000226598702808773	0.286916504053401	-0.0686872658241968	0.0507281450662193	-0.0108299455371337	0.0409850057849154	0.00232115807804292	0.0117314123739526	0.00347501160198514	0.00794253873840441	0.00745235959698927
westmalle	whisky	b	234.787343690004	1	0.00910041581890104	0.094690907208708	0.0145020176662911	0.0234605568346513	0.00958298376551989	0.00514638397936517	0.00684899878267815	0.000353483897252941	0.00423826418150107	0	0.000268303391021818	0.000582950955812643	0.00020864247273668	0.000556969708393929	-0.000148108012788247	0.000268045264003747	-0.00015390929423986	0.00045863561598127	1.7994173127333e-05	0	0.00122819680628541	-0.000274113277540271	9.14031037791773e-05	-0.000449122720375936	-0.000249513201994299	-7.2704570394142e-05	-0.000134486330466847	0.000483933499060298	5.80173010406026e-05	0.290161385344854	-0.0716818237214131	0.0493202386576551	-0.0124493511499009	0.0388678801421565	0.00178652111965989	0.0151534155233994	0.00603161792914184	0.00793882554101986	0.00538919535026771
amrut	beer	c	264.866128493532	1	0.00419863060567393	0.0950012764222019	0.0214386312052433	0.0260057153794674	0.0117296578581709	0.00191767849537123	0.00851591638171784	0.00139230682715306	0.00891504263176091	0	0.000325909147533078	0.000384008952219825	0.000269242894491599	0.000237088380602023	4.97591032900565e-05	0.00019297415774443	0.000157026206291541	0.000254866412594673	0.000111516805760772	0	0.000465844379945685	-0.000434752044816088	-3.32622505919912e-05	8.47746424713833e-05	-0.000108042199336189	0.000212607616402214	-9.25696967579658e-05	-0.000186411521252049	-0.000246148611209461	0.291650781553258	-0.0714872680783843	0.0395051677736707	-0.0258664323018241	0.0408651960007855	0.00636973340880039	0.0157283182102161	-0.00384637926543361	0.00137004056790261	0.00809014032426051
ballantines	beer	c	247.547493653392	1	-0.00065311602340155	0.0573330944421403	0.0315494556811807	0.0175168358787318	0.0341987422257981	0.00454195009228849	0.0140149318756605	-0.00527313759811658	0.000608361589334697	0	-8.98007424282206e-06	0.00101306419672956	-0.00021752858663302	0.00100623886223431	-0.000206308717298908	0.000687495053242711	-3.86833318653831e-05	0.000300337954530766	0.000159266959812997	0	-0.000559114903330486	0.00146958100727373	-0.00153657936093171	0.00065283920416533	-0.000294498418021898	-0.000565685509220002	0.000178938812435147	-0.000519558683080803	0.000304429208572485	0.461782568488413	-0.0726305191504791	0.0470545910266491	-0.0545132782991712	0.0038676900916441	0.00434441877215431	0.0164540246582725	0.0254142957324381	0.00959357910345053	0.00964120964797225
bushmills	beer	c	275.340235860423	1	-0.00492780728682533	0.0814952777664685	0.0103677636887155	0.0239106160080007	0.0173203747734959	0.00950200989543968	0.012457086768866	-0.000398867881125819	0.00481328017906861	0	0.000808432774147587	0.000801267125526312	0.00098886214097818	0.000533374929950518	0.000602632937007663	3.38249881641112e-07	0.000213577054764067	-0.000201914695030099	0.000134846380571454	0	-0.000395831590814144	0.00194483571161174	-7.05353315179434e-05	0.000928081461420417	-0.0004013981555638	-0.000665016250530954	-0.000564454171184757	-0.000718071032601837	9.03278605677166e-05	0.315915506923425	-0.0299382119813125	0.0527120483016102	-0.0405230467113056	0.016198213339522	-0.0116792921593517	0.0200074500554637	0.0117755165329462	0.0158424791930456	0.0121909581137742
chivas	beer	c	267.594029896796	1	0.0216137119485152	0.0864227134233108	0.0431451146776243	0.00846082300702784	0.0143764136188226	-0.0053775410256871	0.0137976330539343	0.0021981188308945	0.00317418088598051	0	0.000607365101340251	0.000307068361068586	0.000123165367662427	-3.40441237143201e-05	8.9884764278613e-05	0.000147681178621402	0.000133219376119107	0.000105633297138297	2.22778108219568e-05	0	-0.00117223240837534	-0.00121892537185689	-3.26275473458956e-05	0.000130082737683707	-3.85116812486617e-05	4.23950681648018e-05	0.000133479110747321	-3.52509797906619e-05	-9.08864046054823e-05	0.401030446227222	-0.123197399267444	0.0466548081435369	-0.00345233895284527	0.0522621555331387	0.00703624072535511	-0.00436304098482861	0.00635405283042807	0.00796723305715306	0.0193383562027582
dalmore	beer	c	234.105590556127	1	0.0386694362249361	0.0726571692101244	0.0568073029375674	0.00327774054407312	0.0193633479311125	-0.00720081698764652	0.0120930374825384	0.00536870140582992	0.00254926856861635	0	0.0010977677703386	0.000688165928264561	0.000254536614893462	0.000135264191030443	-0.000125392965555215	0.000210118814088958	-4.02115790977073e-06	0.000267934829384856	-2.63287051160605e-05	0	0.000695872481227526	-0.00168061025259002	0.000615229756457924	-0.000296489942956818	-0.000130428916258874	0.000778230645559357	-0.000487742103167014	2.20063875670434e-05	-0.000124892602273771	0.414868720283982	-0.148056992650801	0.0439688099780917	-0.0103731433948849	0.0536937383898238	0.017184073083006	-0.00683779841545554	0.00707355467996297	-0.00192580368928442	0.0165756358952197
famousgrouse	beer	c	189.184631735397	1	0.00337318904397612	0.0880231674651709	0.0201992826334123	0.0255072111169269	0.0167764481238172	0.00351954292310271	0.00861784449664336	-0.00162164469095921	0.0075384656357726	0	0.00012874950522188	-0.00013240514482397	-0.000127461361740792	0.000214121137609381	-0.000107366645910568	1.188717227326e-05	-0.000256673077902176	0.000219563895905267	-7.56847788598634e-05	0	7.11539543944e-05	0.000846812100011047	-0.000493373005738241	0.000630390151705101	-0.000132262878269466	-0.000237204063575357	-2.5507278445581e-05	-0.000321299771541563	0.000321566484123541	0.30827300945697	-0.0598460324014866	0.0424502265635204	-0.0381457165534863	0.0299465379262632	0.00405925111902113	0.0222918290902908	0.00376087519656317	0.00104060747773721	0.00390664016639868
glendronach	beer	c	252.291393750088	1	0.00325755400679153	0.0952615276016687	0.0207424896330353	0.0261671456913272	0.0109326607097242	0.0018504690753635	0.00785139077090474	0.00148397571421356	0.00865279321756475	0	0.000414983600550586	0.000139490677768323	0.000107160886336902	-0.000201692834987128	-6.90444564739947e-05	-0.000132777934906578	2.45349491590293e-05	-7.91584235240489e-06	-1.8651745358603e-05	0	-7.09960551675596e-05	0.000642115862415869	-0.000470678459359446	-0.000350143128814905	-0.000252586558765024	0.000374221245157716	0.000113310112509655	9.39191368800633e-05	0.000172102254682373	0.288049589730705	-0.0694118860571218	0.0401080844110587	-0.0261190017609889	0.041460270037947	0.00622317005293429	0.0152113175712586	-0.00432615767555133	0.00132106836721378	0.00858117863772493
glenmorangie	beer	c	302.11720017967	1	0.00857252732083413	0.0941091954346182	0.0213601982633914	0.0247567346188766	0.0114309412271345	0.00235529587537583	0.00752180621164048	0.00110344479005549	0.00698345158351048	0	8.77315306939603e-05	-6.25712437018944e-05	0.00019139281715379	-9.67522185829156e-05	0.000148079595644294	-8.11885494064422e-05	0.000155741111006911	-3.52708429310178e-06	0.000141444787657077	0	-8.91963314958197e-06	-0.000262834555216945	9.67404329385781e-05	-0.000339583303312797	-0.000424643124573717	-0.000327466727938704	0.000106156997805943	-1.45295095042554e-05	2.2746080613508e-05	0.278442770155358	-0.0697420914356712	0.0291891950666456	-0.0253068125893631	0.0483602835585884	0.00582244772656791	0.019768181593582	-0.00441475380895769	0.00332131214891142	0.00716577836782885
highlandpark	beer	c	239.519309882356	1	-0.00212235370784358	0.069899021178464	0.0361253059776229	0.0235548764907115	0.0273504654505964	-0.00242583643309954	0.00397347971259411	-0.0078941046925528	0.00132849753724442	0	-0.00062916617483117	-0.0007091404933121	-0.00022041089417392	-0.000502131735150312	0.000328731607808734	-0.000250504634037794	0.000387073501251982	-0.000443716177873665	0.000197008175713272	0	-0.00161700037204175	0.0005528353096912	-0.000337233955832409	0.000606666912184665	0.00108809202783055	0.000525671884122479	0.000527320278263723	-0.000104383226828991	0.000259373692069664	0.421619097799648	-0.0791476392294903	0.0453706384919863	-0.0443517561219309	0.0286810414062399	0.0197957115338467	0.0271725866316653	0.0200795293656783	-0.0021232596329321	0.00304336209671509
jackdaniels	beer	c	256.382036403581	1	0.00877779362173308	0.086261199493377	0.0294021623795487	0.0193734193397812	0.0152955039784952	-0.0047279968680869	0.0089032497131606	-0.00212475836135417	0.00900629000194954	0	0.000182820696405802	-0.000585477771302519	-0.000796952906271637	-0.000488052011519599	-0.000190356150499488	0.000309273589783495	-0.000175184806639584	-3.7778739961324e-05	-0.00019537333533754	0	0.000532896816978792	-0.00154080994672653	-0.000576914522691391	0.00102398170041362	0.000932320322271546	0.00121417053902614	0.000589825003817081	-6.54146364213747e-05	0.000887360894797141	0.347487372584492	-0.0817110221954103	0.0450141207984433	-0.0233265127072784	0.0436236400009611	0.011865789380107	0.0132949942395962	-0.000534374207314348	-0.00160037138020743	0.0098961428230558
jb	beer	d	314.368122676777	1	0.00438449143541197	0.0951756360087627	0.0246073332513112	0.0235053288445148	0.0107411632078067	-0.00155846372275482	0.00891545191762689	0.000409714576671414	0.00899159394651674	0	0.000577003446550646	0.000129553561962428	-0.000142214103238675	-0.000205677826618358	-0.000205378920332253	0.000104872474323641	0.000139671941820885	0.000190292009194078	-7.87755653477038e-05	0	-0.00250593307975551	-0.000942424600339648	-0.000878071867851108	0.000233947927704666	0.000347349170801323	0.000373369073134184	0.000162671965171118	-0.000294498721978818	2.50481082239575e-05	0.297850379769923	-0.0772404416509788	0.0416702928523189	-0.0212289752873701	0.0454908242915214	0.00644169365666389	0.0118739657437206	-0.00576521699186829	0.00178683291552026	0.0113121288547673
johnniewalker	beer	d	105.896457134471	1	0.00237057635084625	0.0832102508623733	0.0171999063837353	0.022474616655333	0.0177249757082091	0.00341977820432124	0.00994581079057041	-0.00391388752755449	0.00593509404928794	0	0.00161030900019112	0.00152169897164444	0.00114041495473434	0.000150553234551503	0.000215661917490217	-0.000177220807871423	0.000513349741964192	0.000171949011201527	0.000533965236360964	0	0.00467759225500013	-0.000423376319471657	-0.00189899313732277	-0.000868648588987919	-0.00135569377203502	0.00117557953579086	0.000326491464754498	-8.11143452234402e-05	-0.000240369918476858	0.309770230120582	-0.0472085952941667	0.04457305944923	-0.0401622879306269	0.0237880028247827	8.78982210625638e-05	0.0266115782533964	0.0128165570464392	0.0105593341790775	0.0047248226563066
magallan	beer	d	224.643566999968	1	-0.00864801480641762	0.0992453329922938	0.0145529614130917	0.0372589886743699	0.011586344538633	0.00950261076878169	0.00308850596903014	0.00157540866369802	0.00548244322030871	0	-0.00111035666721263	-0.00101737921247969	-0.00079643536693946	-0.000614362460214364	-0.00037348648050218	-0.00012911462470404	-0.000157777033821398	-0.000100650505389105	-0.000148204790162775	0	0.000218954265263869	0.000463281266625098	0.000188898497439437	0.000231007761337868	-0.000103869469728691	-1.02630706022025e-05	0.000102316470323951	0.000406842255696664	0.000507329368915444	0.279008011185813	-0.0476493731667924	0.0181156711689172	-0.0365896971640145	0.0298811706808699	0.00618126115134529	0.0262864706146081	0.000255704566491299	0.00365313128228251	-0.00290185018695901
makersmark	beer	d	278.091399694761	1	0.0165361610155926	0.102296884186483	0.0338815562127791	0.00877361256997904	0.0101922592014536	0.000330391364028003	0.016520389879624	-0.00190165328761549	0.00311380415022713	0	-0.00227291240540161	-0.00192197748279764	-0.000345284347546011	-0.000143753449762431	0.000428904314377908	-0.000973291524016535	-0.000560058732432389	-0.000720079923051946	0.000477764586057956	0	0.00169825727121343	-0.00065963542019396	0.000353337928513754	-0.00050370275190183	-0.000124086578596949	-7.95610042834148e-05	-6.60634464614487e-05	0.000497181491149708	0.000607000215966529	0.390598982695399	-0.121953220139875	0.046657590904563	0.0149504829132088	0.0486762467003096	-0.00588537972290531	-0.000312476255369095	0.0123974490083207	0.0123986614770237	0.00770617323017099
oban	beer	d	260.665318377524	1	0.00165289254256998	0.0990934160590161	0.0212724896029019	0.0283370465724792	0.00967138018423346	0.00224929677646436	0.00747929204025163	0.002478318758854	0.00901145388109246	0	0.000521737307374707	0.000328969032060642	0.000335184317619486	4.35925414166484e-05	1.82648736001437e-05	-6.02718646020841e-05	8.7878347976352e-05	0.000111319301895453	0.000130730610444101	0	6.79596736458873e-07	1.08500527085914e-06	-0.000464166143161906	-0.000307654449814089	-0.000493790524589926	-1.31001907679469e-05	-0.000241690644129205	-0.000197604868348868	-0.000281394164344975	0.277336210085513	-0.0727725370287228	0.0331376312763272	-0.0237754332761308	0.0440514604600414	0.00729074652245505	0.0152680990299321	-0.00642347519303286	0.00249909605710719	0.00778946979474105
oldpotrero	beer	d	194.378595762966	1	0.0229356006625056	0.0939146453562964	0.0310945490827487	0.00913803484684072	0.0129796198496989	0.00158436738912116	0.0122379467539163	-0.000467141138702728	0.00235492198096256	0	-0.000456614417814656	0.000243427059840291	-0.000206006206326355	3.77870642442643e-05	-0.000557639211307775	0.000225833561752446	-0.000383145235093787	0.000215687290708734	-0.000567908870256019	0	-6.09325502436229e-05	4.51351670652993e-05	-0.000490263986259604	-0.000571731983550377	-0.000930781650081704	0.000129107453086901	-0.000551255249884962	-0.000568237007300446	1.5294074573795e-07	0.355078688226322	-0.139067872221678	0.0505990706082566	0.00834899865771682	0.0472656248728524	-0.00126367265846949	9.10612321512171e-06	0.0131403235362961	0.00623586073179716	0.0098849232862682
