name	type	fake	cs	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
jupiler	whisky	b	298.332912543156	-0.0543128667734855	0.00729521787368535	-0.0104075265858809	-0.00408485977270606	0.00130326779903995	-0.00348440859135263	0.000964055386030501	-0.00167570455935517	-0.00161276257548845	-0.000792754793536134	0.00223118592624772	0.000667189350291543	0.000168977684615673	0.000694323426466019	0.000115279050269844	-0.000516136269825392	-0.000309620101322791	0.000739145986068509	0.000540342401793054	-0.000104862810485853	-0.000350488578997053	-0.000254093228373787	-0.000515410030682747	8.76156075616704e-06	-0.000265332787857192	8.62141079903292e-05	-7.657610072447e-05	0.000193899637382806	9.01110444761427e-05	-8.43548158635205e-05	0.000115000104311122	5.21319400051594e-05	2.0081649208714e-05	-5.21223617350738e-05	-2.78388122055893e-05	-3.44725348895207e-05	4.88854871426963e-06	-1.82586449896477e-16	8.79696652356957e-18	-4.09930225358632e-19
kingfisher	whisky	b	219.752985955536	-0.0382146329273847	-0.00345480562463465	-0.00586717980580471	0.00177463254526651	-0.00172041684249761	0.00138422011118878	0.00499714730276722	-0.00509968455372274	0.000373376158419443	0.00232660326186634	-0.000712290371961139	0.00136018364549345	0.000865011371115218	-0.000572209840330492	0.00025393058063729	-0.00186450769996712	0.00142107883051909	0.00130465868129706	-0.00128284592892359	-3.73912873566948e-05	0.000108467966817261	0.000470995443317463	-0.000181073303779838	0.000106755733483481	4.56576533452964e-05	-6.66215126627276e-05	-6.2219236717253e-05	-7.7552187088182e-05	-0.000273813180123931	-7.37169766533206e-05	0.000123175557989231	3.89377958752196e-05	6.05719958294526e-06	3.70954536572263e-05	-2.51837268425484e-06	-6.24828653357062e-06	-7.20962054139512e-07	1.89359526342458e-17	5.17661158547721e-18	-1.63464412598819e-18
latrappe	whisky	b	263.62689448578	0.133001332247518	-0.0384264344784391	0.00539131463379449	-0.00230175863311006	0.00601065311478451	-0.00815881531692791	0.00666625911402157	0.00373032111456236	-0.000166700121823376	-0.000236698817750163	0.00125638166107112	0.00121654897995039	-4.37151859588105e-05	0.000207298126473327	0.00113019396610881	0.000416559537404064	-0.000344659739577709	-0.000956429873350061	-0.000904432510459074	0.000172558679750944	0.000245560737368308	-0.000193353064586298	0.000248889905616593	0.000179438177780053	-0.000166125320420214	-0.000182538715054234	-7.74644161120426e-05	0.000279384880329399	8.86212094458503e-05	3.37985224852712e-05	0.000112687679870573	4.26310947475638e-05	9.37301072149001e-05	3.81402965127104e-05	1.13934265868432e-06	5.79746686827734e-07	1.43903779162035e-05	-4.71454214301707e-19	-4.55411182327196e-18	-2.96167087463285e-18
lindemanskriek	whisky	b	253.383034056197	-0.035402477385029	0.0147002347869394	-0.004441375749657	0.00332106378029464	0.00537987217119232	-0.000891057807611768	0.000718556404633923	-0.000979345776316132	-0.000709001349833255	-0.00122907606030553	-0.00118601923826197	-0.00181189308465892	-0.00167792741018161	-8.80119763341014e-05	0.000390010661410801	-0.00122817430559033	-0.00093527051533949	-0.000270443031636915	0.000622071746130208	-0.000372378037117991	0.000544240104790626	0.000618336639090839	-0.000243912885259382	0.000259350150540514	-0.000457149045725294	0.000204488257935226	0.000160712098165633	-0.000114881412430378	6.45052481206696e-05	-0.000185514445578823	-6.57335816396046e-05	9.18758711120154e-05	4.37340219246299e-07	3.31878168328222e-05	1.77828104388943e-05	1.68747196112099e-05	1.64559968014251e-05	1.37315978573885e-17	9.49749536817936e-19	1.39529210802802e-18
nicechouffe	whisky	b	213.496766711818	-0.0209743069938537	0.0133514817765848	0.000306914547370445	0.00920184068614793	0.00723046205789932	0.00312037242635844	0.00258780604245109	-0.00141091985519099	0.000325703493908506	0.000682487970754006	-0.00356561478743291	1.43118788827128e-05	-0.00159722298746486	-0.000663704599584302	0.000392781920266989	-0.00114247122896686	-0.00133271136835384	0.000872537764312758	6.10687609181319e-05	0.00101675825822532	0.000353043849213432	-0.000595944274505597	0.000390113302606085	0.000239209280303496	-0.000158801643587544	-0.00027119011566069	1.87079755323753e-05	-0.000158833915876687	-4.16319152000604e-06	0.00018916512425904	2.80903390656396e-05	-3.73973829346802e-05	-3.12058210921904e-05	-9.55719825980337e-07	-3.64798959109197e-07	-6.49668214419464e-06	-4.31905910371897e-06	-8.38553459778092e-17	-1.46766329733243e-18	1.61569723718587e-18
pecheresse	whisky	b	284.533786481003	-0.0527765888518118	0.00830109742853551	-0.0117050905967506	-0.00208137864811516	0.00416453493426677	-0.00615567786580936	0.000376535241114475	0.00029821946683845	-0.0014061391712708	-0.00238701775634894	0.00133555610227942	0.00149892664822441	0.000459255648880958	0.000262228519833131	-0.000649544784044655	0.00011697184043242	0.000189114776712417	-9.26861471550592e-05	0.000392016251482239	0.000573052742343008	7.76741711232547e-07	-5.52755325421161e-06	-3.8112196615676e-05	-2.06919428716909e-05	0.000196940080283821	-0.000353797097449702	8.94585046508139e-05	-6.48321048457795e-08	0.000192788568131962	-0.000232765541526958	-0.000144640527208649	-1.97655136558114e-05	-7.57266307832922e-05	0.000114860870560782	-5.5871247198494e-06	-4.34567703884425e-06	-1.23988201679941e-05	-8.97221653907169e-18	4.45168859720696e-18	-8.40230484541318e-19
sierranevada	whisky	b	216.560141932455	0.039051688711926	-0.00686650503389555	-0.0023443854720966	-0.0151491356116016	0.000868699710495182	0.000215407235568196	-0.00214679550179287	0.0010124949059102	0.00426522448321429	0.00380653301620998	0.000655976744691054	0.000764927165278765	0.000185156410662127	0.00122690033257758	-0.000467655240137084	-0.00108781461305072	0.000291601852444948	6.40744162993688e-05	-0.000784410857119727	0.000548270980889772	0.00027927394267828	-0.000272861303951274	-2.66365026920921e-05	0.000219991338966515	0.000234655392370369	0.000495552037580284	0.000104146467340748	-0.000120084578186278	0.000281464284744915	1.17844403465936e-05	-6.11256160020172e-05	0.00010679648675715	-3.62418947126744e-05	-2.47259243677631e-05	8.20578692341419e-06	1.23166115707278e-05	-5.53338275660598e-06	-4.99558722887355e-17	-2.88233040842241e-18	-2.38774467099899e-19
tanglefoot	whisky	b	235.18759998514	0.0774137633711774	-0.00208135425555456	0.0158758518766389	-0.00860504155614939	0.00420228060358502	0.000672774349687492	0.0011368514203632	0.00248317859838749	0.00433391137061747	-0.000425439437957819	-0.00229820084553945	-0.00261366815869103	0.00322533189816141	0.000382028974332746	0.000397836567306512	0.000467661848258571	-0.000466243848690204	0.000193763879962955	0.000242261537964965	0.000280364947206536	-8.58280399507131e-05	-0.000382802753782778	-0.000551395534839403	6.09052988604326e-05	-0.000175981260304583	4.10991098279428e-05	-0.000278221303708865	-0.000131932711962413	-0.000168027121359206	-0.00018612066571418	7.17169421530898e-06	-8.19544975672684e-05	-9.04235726176262e-05	1.93238193995504e-05	-9.71423902780121e-07	-1.93305838518628e-06	1.4523097964399e-06	5.18692645048757e-18	-6.38426824723692e-18	6.9878450355914e-19
tauro	whisky	b	298.946487237234	-0.0545635733429173	0.00738713718593652	-0.0106160587186236	-0.00401925492432562	0.00152517784785848	-0.00388220818178272	0.000551119375717641	-0.00219393367269254	-0.00125511125482924	-0.00185827128828407	0.00166959312110404	0.000168494034528572	0.000132110356992383	4.9694761253442e-05	-0.000799427136193946	-0.00081581964342162	0.000351754838897266	-0.000408652786544224	0.00019294727596132	7.50908520210257e-05	-6.74483468121016e-05	-5.99039451987748e-05	-0.000135091551658324	2.22279195261794e-05	0.000380205347452241	-0.000148394922331769	-0.000277921350343307	-6.55040915231879e-05	0.000189912299676316	3.61192294935115e-05	0.000111767110605244	-5.3555979899209e-05	-4.22981375076001e-05	-3.0626129615505e-05	-4.18987300107498e-05	1.39546162938385e-05	1.7096985282703e-05	7.52805496742353e-17	5.27512322675005e-18	-5.59778549505773e-19
westmalle	whisky	b	234.787343690004	-0.050000659386475	0.00653646105010086	-0.00908897384498971	0.0015644433655998	0.00361934241287401	-0.00422514911279502	0.00149447116733025	0.000520772579253613	-0.00201366072378026	-0.00042737749253871	0.0017907153628146	0.00090455111373599	4.98759362604826e-05	-0.000223217472380182	0.0001760916527165	-0.000104956229458608	6.25042923015755e-05	-8.85110339473412e-05	-0.00012629522418258	0.000289564433871945	-0.000167985157242607	-0.000440998888765642	0.000145197941347801	-0.000924949267785147	-0.000498902298390077	0.000317580675754655	-4.39713888838627e-05	-0.000114688026172574	-8.81676857881927e-05	0.000192701818647654	-6.92714970320249e-05	-7.33478677226469e-06	-5.31677973139277e-05	-1.3364467191042e-05	-1.75895932644514e-05	5.86017849791223e-06	9.5452458335495e-07	9.09459864603761e-17	4.05805166690977e-18	-3.61066048350181e-19
amrut	beer	c	264.866128493532	-0.0485106704551078	0.000323397268169508	0.0115533978612416	0.00164262767003487	-0.0010397636424683	0.0026657963445056	-0.00207907216415226	-0.00116115997354996	0.00178560302482155	0.00138355949605237	0.000581423542188514	0.00149332962235411	-0.000109116018687293	-0.000296103720372679	-0.000387101408248103	0.000129620780036262	3.30754115513156e-05	-0.000394951123343145	-0.000103450801144341	0.000306678520504801	-0.000254712338785524	-0.000113728120927535	0.00037238548337207	-4.09789329064229e-05	-0.000206163466641845	-3.82700267353355e-05	4.81948887136129e-05	0.000291316481582961	-4.40901048786244e-05	-0.000283598783498837	-8.70487270687606e-05	9.94285483973103e-05	-4.10088613089335e-05	-4.79351683035332e-05	3.99200462180369e-05	-3.22185067854135e-05	3.12294098187907e-07	8.28760816609333e-17	6.08058023849058e-18	-1.22195137789994e-18
ballantines	beer	c	247.547493653392	0.12125872254292	-0.0671656955353912	-0.0148649450185282	0.0158425934261816	-0.00294022370689193	0.0123257508227795	-0.00197067460168464	-0.00548916863550381	0.00159189641376871	-0.000433690701967365	0.000565491086734881	-0.00032402139269831	0.00054909248605341	-0.000257523500824752	-0.00249726663838554	0.000186522678187726	-0.000934302395307466	0.000411298226888108	-0.000297659360414915	-0.000326023411601394	-0.00047610194829468	-0.000261732758157626	3.13061865578756e-05	-6.6640083208959e-05	-5.90797878443446e-05	-3.95249996035061e-05	3.53196013690307e-05	-6.49078079644107e-05	8.5333764243208e-05	-6.21335641656044e-05	-7.46184938799717e-05	6.67983977153248e-06	3.04012589121758e-05	1.31403174627957e-05	-1.58417711463304e-05	4.68184584658515e-06	5.94812205451282e-06	-1.62836290658325e-17	-4.02380941754791e-18	-4.67437208560359e-18
bushmills	beer	c	275.340235860423	-0.0361950378925574	-0.0540035080342833	-0.0250279481395055	0.000513830270768109	-0.00253548405976427	0.0149648752294805	-0.00384409090829289	0.00378340993817919	-3.46134472712309e-05	-0.00210163501076597	0.000420675913946845	-0.000528127300762953	-0.00135275546882484	0.00171272411979734	0.000510758530462177	0.000921220713183456	0.00164112259691137	-0.000487213949001947	0.000421043456570821	0.000636872229276011	0.000470291783315991	1.61040668924137e-05	-0.000198239372147505	0.000187452073043608	-0.000157671273097366	-4.20889058848658e-05	-0.000115153059482676	9.202484977328e-05	-0.000150638609582278	8.0520116909926e-05	4.56086638732124e-05	4.13414404540705e-05	-1.44121028599944e-05	7.14431157913153e-06	5.72503586374708e-06	3.5974306065394e-06	-1.49831554674e-06	-2.48409291258624e-17	1.01757141905703e-17	-5.59024620451204e-18
chivas	beer	c	267.594029896796	0.0757938232920818	0.0395367089513703	-0.000528565508520105	-0.00476063887963671	-0.00686950780852391	0.00676515775153323	-0.00202554448124327	0.00168437375035897	-0.00328677462233671	-0.0018556181140306	0.00120235341367977	-0.000132972543311251	-0.000749655435940818	-0.00086166793277321	0.000818276863237347	0.000221650848940561	0.000468314116216527	0.000893508556236085	-0.0007329379504284	-0.000151445349282515	0.000673500487794575	-0.000174467291884577	-0.000303615538320268	-0.000103437128705981	-0.000189533340967931	3.27802188950822e-06	0.000135441579763939	-4.64220450081016e-05	0.000174167697566418	-0.000119264171274452	-7.08205308373236e-05	-0.000192125660395527	0.000122035021108882	-1.75706845562376e-05	-1.04840031246433e-05	-1.35017549921757e-05	-5.71307387027401e-06	2.5765779834951e-17	-1.27088751902003e-17	8.10529041022877e-18
dalmore	beer	c	234.105590556127	0.101961568165147	0.0535941215413014	0.0178207197496432	0.00152479872436547	0.014295815212551	0.0120116107010847	0.00548452307496241	0.000162775089478161	-0.00510308885705986	0.000230872681115324	0.00360041635711676	-0.000136940511945233	0.00145920666650744	0.000982313992749608	-0.000961042896778309	-0.000479091348671366	0.00075607054506598	-0.000332676893421375	0.000469836627570621	0.000242417097494815	-0.000322622546845223	0.000383164596169428	-2.06095878821818e-05	0.000136274252034364	4.44904426846295e-05	-3.59739565637099e-05	0.000158509706447175	1.27020239160224e-05	-7.87977901932262e-05	0.000151813243165927	-8.99220864255144e-05	3.48400081949427e-05	7.80010942417206e-06	-1.58585454826504e-05	-6.95449752234904e-07	2.22036508468746e-06	-9.70258825462025e-07	-3.83996480822506e-17	-1.98215054860274e-17	9.65255664436046e-18
famousgrouse	beer	c	189.184631735397	-0.0346040021557975	-0.0243909943114815	0.00604105189399513	0.00662317241666422	0.00397209727873318	0.00305599223298608	-0.00149351826710124	0.000914327776606949	0.00148608969147287	0.00419407547551601	-0.000798324917538343	-0.00059925548449376	-0.000506847159848851	0.000802521189165176	0.000119558036871924	-0.00102893348825658	-7.61701685922608e-05	-0.000807140745744863	1.42180186973936e-05	3.62790583218638e-05	-0.000513789006165446	0.000688230480625579	-8.68296839528235e-05	-0.000164026388575498	-0.000178372064907333	-6.5108066082866e-05	-5.65076517519102e-05	9.428642497086e-05	0.000248001651945608	3.13690301949599e-05	0.000165759606113875	-0.000221931427117818	-2.09611493384648e-05	-2.23730750300024e-05	3.24924680096893e-05	8.37181719263069e-07	-9.18539268050534e-06	-9.76545394474924e-19	4.91643112556919e-18	-4.03803370276927e-18
glendronach	beer	c	252.291393750088	-0.0526603182475359	-0.000314218755272899	0.0113617106423109	0.000228588280475333	-0.00122120529340122	0.00282384888422484	-0.00270944941411514	-0.00166974269985885	0.00153391504800547	0.000757145160526336	0.000661437409561448	0.000648822930270102	0.000148781124044481	0.000163193162296842	0.000149993799057898	-0.000159304219598636	-0.00044123119812315	-0.0009642953651905	0.000444266995223499	-0.000164516289248086	-3.35129225794752e-05	9.48134730632051e-05	0.000338159101485546	0.000212621464823168	4.7416719498895e-05	0.000467428557899454	-0.000156566076311358	-1.97496174069756e-05	-6.62609110931147e-05	9.37661437768539e-05	1.00126167852399e-05	-5.55254434663536e-05	0.000118046688652415	0.000113925126546352	-4.38531647151367e-05	-2.50604299192826e-05	-5.05281100623716e-06	-1.98818456584292e-17	5.70668338007195e-18	-1.31717665665675e-18
glenmorangie	beer	c	302.11720017967	-0.0612739170022571	0.00375306329442349	0.01838513248673	0.00224484005085982	-0.00131675018879698	0.00174907549151622	0.00583941373833978	0.00564015233551234	-1.09229298181868e-05	-0.0039081697506197	-0.00153423134223682	-0.00121497324263579	-0.00216571525465353	0.00152861112097207	-0.00140960619883794	0.00112470890568283	-0.000105386423994558	0.0018313620183138	-0.000281144365410704	-0.00024735751931938	-0.000272462290753048	0.000178597323725825	0.000362160281173782	0.000266849757158758	0.000162639299057133	0.000159396860591903	-0.000108245573388322	1.44963229074964e-06	6.94769548661253e-05	-2.56120622586085e-05	4.83005763481274e-05	2.21345581225198e-05	-2.63241128632774e-05	-1.58842138903573e-05	-1.68046720557867e-05	-5.51757616296517e-06	-8.76163926713996e-07	4.12554784842259e-17	4.39003242396708e-18	-7.03675590629709e-19
highlandpark	beer	c	239.519309882356	0.0833215793590842	-0.0437952866576325	0.00986985876550083	0.00966953106964122	0.000515677421991759	-0.0124186736245766	-0.00809779566294943	-0.00220806511037986	-0.00450318595492701	-0.000303049840715424	0.0025344688671636	-0.00187395805301021	4.31154849972473e-05	0.00102718498984835	0.00169653480793199	-0.000513498789302992	0.00078773548687424	0.00046653331022069	0.000332726824502535	9.81859597028433e-05	7.61898704910433e-05	5.82710427797144e-05	0.000616005989497953	0.000125398980307851	0.000114316579445036	3.38772114222288e-05	-2.65028670931183e-05	-0.000221218459455581	-7.43956359617734e-05	-0.000151414138599489	-1.53729287401001e-07	-2.03937926012062e-05	-2.77533048350118e-05	-3.83304176804038e-05	-7.85957722932991e-06	-2.51896534673247e-06	-1.14903928656335e-06	-4.08949740560745e-17	-1.7516584614943e-18	-4.67975974989589e-18
jackdaniels	beer	c	256.382036403581	0.0106404957326655	-0.000568265651367384	0.0106567580140378	-0.005765968813288	5.59403186604952e-05	-0.00143229124959914	-0.00553578579270063	0.00152024185782101	0.00348622553123946	0.00248820257058515	0.00142499384583163	0.000308920895144913	0.00118767083939353	-0.000852516868974871	-0.000735166821911297	-0.000507251774967283	0.000150605544423625	0.00177936930316641	0.00121000254959306	-0.000411617442891327	0.000536133563468541	6.72827008684969e-05	0.000157769617604329	-0.000222169193820548	-0.000162293037336613	-0.000255576387567018	-0.000157611597743443	0.000215568745337494	5.95395592989642e-05	0.000119130041642229	3.56883891556369e-05	9.38337103702043e-05	8.01508184397871e-05	8.07121365349738e-06	-1.87762241261789e-06	2.04732608714499e-05	-7.21031769364797e-06	1.4509396173378e-17	-3.43966101797219e-18	3.35066168177505e-19
jb	beer	d	314.368122676777	-0.0404303120400662	0.00881679945265067	0.0117137941453705	-0.00269506246526417	-0.00253763190044046	0.00348298823592742	-0.00589952596784515	-0.000765088045798179	0.00204825057366765	-0.000265057748739656	0.000613829684159741	-0.00132269146948663	0.000312170297450469	-0.00192022840193008	0.000208005622323774	7.21001442992372e-05	0.000684894193005633	0.000123087011714696	-0.000191687732481729	-0.000116877939355809	0.000206404655266198	-5.23589176800429e-05	6.13518223259167e-05	0.000150823267019828	0.00021417837286691	-4.10975643962997e-05	0.000122976956067903	0.000148349273699068	3.69893728566668e-05	0.000245202909814805	-9.94576686128678e-05	-7.19845497111502e-05	-0.000119902464426053	1.89772176460971e-05	1.62638364393087e-05	-2.10927610050775e-05	2.43261885653947e-05	-4.19289341744479e-17	4.77601612465615e-18	6.92859970427767e-19
johnniewalker	beer	d	105.896457134471	-0.0355337442296139	-0.0387787659153006	-0.00606038609838618	0.00756855067060576	0.00586301676910277	0.00446004849596376	0.000617606620004168	0.00842539157656981	-0.00231019763491892	-0.00139544258421728	-0.00348557843940397	0.00332259324287249	0.00218929367802812	-0.00194376110172052	0.00079990721615868	-0.000939453139730818	8.9940291064709e-05	-0.000370689440308387	0.000451011998567755	-0.000742503048310857	1.59148413471193e-06	-0.00015789562327118	3.20789332209996e-05	0.000161567017398694	0.000246183839459641	8.26951878439523e-05	4.8507205809992e-05	-0.000157768019610692	2.11837740718817e-05	-3.82088308376547e-05	-3.12194914483605e-05	1.20888508992581e-05	1.19276871805735e-05	-4.34194542904941e-05	3.2086621798757e-06	-4.62617998571059e-06	-1.29973284318378e-06	-1.8042824940576e-17	8.55175393726553e-18	-5.29934732647182e-18
